count,Date of Band,Location,Territory,Band Prefix,Band Suffix,Band Leg,Age,Sex,Genetic Blood Sample,Parasite Screen,DNA SEX,Date-#1 Mass,Weight-#1 (g),LWC (mm),LLP-5 (mm),LLP-6 (mm),RECT. (mm),Date-#2 Mass,Weight-#2 (g),LWC (mm),LLP-5 (mm),LLP-6 (mm),RECT. (mm),Date-#3 Mass,Weight-#3 (g),LWC (mm),LLP-5 (mm),LLP-6 (mm),RECT. (mm),Date-#4 Mass,Weight-#4 (g),LWC (mm),LLP-5 (mm),LLP-6 (mm),RECT. (mm),Date-#5 Mass,Weight-#5 (g),LWC (mm),LLP-5 (mm),LLP-6 (mm),RECT. (mm),Date-#6 Mass,Weight-#6 (g),LWC (mm),LLP-5 (mm),LLP-6 (mm),RECT. (mm),Date-#7 Mass,Weight-#7 (g),LWC (mm),LLP-5 (mm),LLP-6 (mm),RECT. (mm),Date-#8 Mass,Weight-#8 (g),LWC (mm),LLP-5 (mm),LLP-6 (mm),RECT. (mm),Date-#9 Mass,Weight-#9 (g),LWC (mm),LLP-5 (mm),LLP-6 (mm),RECT. (mm),Date-#10 Mass,Weight-#10 (g),LWC (mm),LLP-5 (mm),LLP-6 (mm),RECT. (mm),Date-#11 Mass,Weight-#11 (g),LWC (mm),LLP-5 (mm),LLP-6 (mm),RECT. (mm),Misc.,Comments,Date-#11 Mass,Weight-#2 (g),LWC (mm),LLP-5 (mm),LLP-6 (mm),RECT. (mm),Date-#12 Mass,Weight-#2 (g),LWC (mm),LLP-5 (mm),LLP-6 (mm),RECT. (mm)
1349,7/17/2015,HAYMAN,CN14,1833,3169,R,L,?,7/17/2015,NO,M,7/17/2015,36.2,,21,21,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1350,7/23/2015,HOT CREEK,CP11/12,1833,3170,L,Ad,M,7/23/2015,NO,M,7/23/2015,57.5,130,52,13,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1351,7/23/2015,HOT CREEK,CP11/12,1833,3171,L,Ad,M,7/23/2015,NO,M,7/23/2015,51,125,97,104,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1352,7/23/2015,HOT CREEK,CP11/12,1833,3172,L,Ad,M,7/23/2015,NO,M,7/23/2015,54,126,94,101,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1353,7/17/2015,MEF,A20,1833,3173,L,L,?,7/17/2015,NO,F,7/17/2015,50.5,,32,32,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1354,7/17/2015,MEF,B14,1833,3174,L,L,?,7/17/2015,NO,F,7/17/2015,56.6,,50,50,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1355,7/17/2015,MEF,B14,1833,3175,L,L,?,7/17/2015,NO,M,7/17/2015,57,,40,40,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356,7/17/2015,MEF,A10,1833,3176,L,FL,?,7/17/2015,NO,M,7/17/2015,56,,72,72,35,9/17/2015,59.1,126,96,104,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1357,7/21/2015,MEF,B13,1833,3177,L,FL,?,7/21/2015,NO,M,7/21/2015,,,70,71,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1358,7/21/2015,MEF,B11,1833,3180,R,L,?,7/21/2015,NO,F,7/21/2015,65.9,,54,54,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1359,7/21/2015,MEF,B11,1833,3181,L,L,?,7/21/2015,NO,M,7/21/2015,61.1,,41,42,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1360,7/27/2015,MEF,A8,1833,3182,L,L,?,7/27/2015,NO,M,7/27/2015,49.2,,30,30,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1361,7/20/2015,MEF,A45,1833,3183,R,Ad,F,7/20/2015,NO,F,7/20/2015,31.5,131,106,107,,7/12/2016,52.5,126,99,109,61,6/20/2018,,,,,,7/3/2018,61,133,102,109,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1362,7/23/2015,HOT CREEK,CP7,1833,3184,L,Ad,M,7/23/2015,NO,M,7/23/2015,51,130,92,107,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1363,7/23/2015,HOT CREEK,CP8,1833,3185,L,Ad,M,7/23/2015,NO,M,7/23/2015,48,129,99,107,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1364,7/24/2015,TROUT CREEK,D7,1833,3186,L,L,?,7/24/2015,NO,F,7/24/2015,58.4,,66,66,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1365,7/24/2015,TROUT CREEK,D7,1833,3187,L,L,?,7/24/2015,NO,F,7/24/2015,54.5,,55,56,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1366,7/13/2015,TROUT CREEK,D2,1833,3188,L,FL,?,7/13/2015,NO,F,7/13/2015,63,,69,69,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1367,7/17/2015,HAYMAN,CS1,1833,3189,R,Ad,F,7/17/2015,NO,F,7/17/2015,55,124,96,105,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1368,7/20/2015,MEF,A27,1833,3190,L,FL,?,7/20/2015,NO,M,7/20/2015,56,,69,69,32,8/28/2015,56.5,124,96,103,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1369,7/20/2015,MEF,A27,1833,3191,L,FL,M,7/20/2015,NO,M,7/20/2015,56,,71,70,34,8/28/2015,53.5,126,96,103,58,7/26/2016,53,129,98,105,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1370,7/21/2015,MEF,B10,1833,3192,L,L,?,7/21/2015,NO,M,7/21/2015,55.1,,28,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1371,7/24/2015,MEF,A27,1833,3193,L,FL,?,7/24/2015,NO,M,7/24/2015,49.5,,74,74,34,7/27/2015,,,80,80,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372,7/27/2015,MEF,A15,1833,3194,L,L,?,7/27/2015,NO,F,7/27/2015,61.4,,52,51,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1373,7/24/2015,MEF,BG5,1833,3197,L,Ad,F,7/24/2015,NO,F,7/24/2015,58,127,28,108,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1374,7/24/2015,MEF,A18,1833,3198,L,FL,?,7/24/2015,NO,M,7/24/2015,62.5,,78,79,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1375,7/24/2015,MEF,A18,1833,3199,L,FL,?,7/24/2015,NO,M,7/24/2015,56.5,,74,74,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1376,7/27/2015,MEF,A15,1833,3200,L,L,?,7/27/2015,NO,F,7/27/2015,52.8,,39,40,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1377,9/27/2014,MEF,A2,1833,3201,R,?,?,9/27/2014,9/27/2014,,9/27/2014,53,125,94,103,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1378,5/29/2015,TROUT CREEK,D7,1833,3202,L,Ad,M,5/29/2015,NO,M,5/29/2015,55.5,135,100,109,62,6/17/2015,,,,,,6/29/2015,55,132,100,110,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1379,6/1/2015,HAYMAN,CN10,1833,3203,L,Ad,M,6/1/2015,NO,M,6/1/2015,53.5,95,104,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1380,6/16/2015,MEF,A20,1833,3204,L,Ad,F,7/15/2015,NO,F,6/16/2015,,,,,,7/8/2015,,,,,,7/15/2015,52.5,126,95,104,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1381,6/22/2015,HOT CREEK,CP5,1833,3205,L,Ad,M,6/22/2015,NO,M,6/22/2015,51.5,130,97,105,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1382,6/22/2015,HOT CREEK,CP5,1833,3206,L,Ad,M,6/22/2015,NO,M,6/22/2015,50.5,123,90,100,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1383,6/22/2015,HOT CREEK,CP6,1833,3207,L,Ad,M,NO,NO,M,6/22/2015,58,130,97,104,54,6/23/2015,58.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1384,5/8/2015,ROW MESA,RM1,1833,3231,R,Ad,M,NO,NO,,5/8/2015,50,129,96,106,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1385,5/9/2015,ROW MESA,RM2,1833,3232,R,Ad,U,NO,NO,,5/9/2015,54,124,93,102,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1386,5/10/2015,JIMEZ PUEBLO,JP2,1833,3233,L,Ad,U,NO,NO,,5/10/2015,64.5,137,100,109,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1387,5/10/2015,JIMEZ PUEBLO,JP1,1833,3234,L,Ad,U,NO,NO,,5/10/2015,56.5,127,95,103,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1388,6/8/2015,MEF,B6,1833,3236,R,Ad,M,6/8/2015,NO,M,6/8/2015,56,133,100,110,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1389,6/24/2015,MEF,A27,1833,3237,R,Ad,M,6/24/2015,NO,M,6/24/2015,53.5,130,99,107,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1390,6/27/2015,MEF,A27,1833,3238,R,Ad,M,6/27/2015,NO,M,6/27/2015,53,123,95,103,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1391,6/27/2015,MEF,A27,1833,3239,R,Ad,M,6/27/2015,NO,,6/27/2015,47,128,99,107,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1392,6/29/2015,TROUT CREEK,D11,1833,3240,R,Ad,F,NO,NO,,6/29/2015,66.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1393,6/22/2015,HOT CREEK,CP4,1833,3241,L,Ad,M,NO,NO,,6/22/2015,56.5,131,95,103,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1394,6/12/2015,HAYMAN,CN1,1833,3242,L,Ad,M,6/12/2015,NO,M,6/12/2015,54.5,134,102,112,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1395,6/1/2015,HAYMAN,CN8,1833,3243,L,Ad,M,6/1/2015,NO,M,6/1/2015,49.5,101,107,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1396,5/28/2015,MEF,B14,1833,3244,L,Ad,F,7/13/2015,NO,F,5/28/2015,76,,,,,7/13/2015,62.5,129,95,105,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1397,5/28/2015,MEF,B14,1833,3245,R,Ad,M,5/28/2015,NO,M,5/28/2015,55,126,93,102,59,7/7/2015,52.5,,,,,6/6/2016,53.5,130,95,103,56,6/14/2016,50,128,96,104,58,6/29/2016,60,133,103,112,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1398,5/26/2015,MEF,A18,1833,3246,R,Ad,M,5/26/2015,,,5/26/2015,57.5,124,95,103,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1399,3/10/2015,"MICHOACAN, MEXICO",Ocampo,1833,3248,L,AD,M,3/10/2015,,,3/10/2015,50,130,100,110,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Feather samples,,,,,,,,,,,,
1400,5/27/2015,MEF,B6,1833,3249,L,Ad,F,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401,6/8/2015,MEF,B13,1833,3250,R,Ad,M,6/8/2015,NO,,6/8/2015,50.5,122,94,101,59,6/24/2015,50,,,,,6/21/2016,48,125,97,104,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1402,6/17/2015,TROUT CREEK,DG1,1833,3251,L,Ad,M,6/17/2015,NO,M,6/17/2015,56.5,127,96,103,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1403,6/24/2015,MEF,B5,1833,3252,L,Ad,F,7/7/2015,NO,F,6/24/2015,72,,,,,7/7/2015,59,,97,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1833,3253,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404,7/2/2015,MEF,B6,1833,3254,L?,Ad,F,NO,NO,F,7/2/2015,71,,,,,7/24/2015,60,128,101,109,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1405,7/20/2015,HAYMAN,CN5,1833,3255,L,L,?,7/20/2015,NO,M,7/20/2015,64.2,,68,68,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1406,7/20/2015,HAYMAN,CN5,1833,3256,L,L,?,7/20/2015,NO,M,7/20/2015,64.7,,65,65,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1407,7/20/2015,HAYMAN,CN5,1833,3257,L,L,?,7/20/2015,NO,F,7/20/2015,54.3,,45,45,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1833,3258,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1408,5/27/2015,MEF,B5,1833,3259,?,Ad,?,7/6/2016,NO,F,5/27/2015,61.5,,,,,7/6/2016,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1409,5/27/2015,MEF,B5,1833,3260,L,Ad,M,5/27/2015,5/27/2015,M,5/27/2015,51.5,123,94,102,56,6/2/2015,55.5,124,94,100,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1410,3/15/2015,"MICHOACAN, MEXICO",Puente de Tierra,1833,3262,L,AD,M,3/15/2015,,F,3/15/2015,49,126,95,103,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Feather samples; GEO #N889,,,,,,,,,,,,
1411,6/26/2015,HAYMAN,CN11,1833,3263,L,Ad,F,NO,NO,F,6/26/2015,,,,,,7/8/2015,57.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1412,6/29/2015,TROUT CREEK,D9,1833,3264,L,Ad,M,6/29/2015,NO,M,6/29/2015,58,137,101,110,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1413,7/10/2015,HAYMAN,CN14,1833,3265,R,Ad,F,NO,NO,,7/10/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1414,7/15/2015,MEF,A44,1833,3266,L,L,?,7/15/2015,NO,M,7/15/2015,53.6,,48,47,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1415,7/15/2015,MEF,A44,1833,3267,L,L,?,7/15/2015,NO,M,7/15/2015,53.5,,45,46,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1416,7/15/2015,MEF,A44,1833,3268,R,L,?,7/15/2015,NO,F,7/15/2015,45.8,,32,32,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1417,6/4/2015,TROUT CREEK,D11,1833,3269,L,Ad,M,"6/4/2015, 6/22/2018",NO,M,6/4/2015,53.5,131,94,104,58,6/17/2015,51.5,133,94,105,61,7/16/2015,50,131,95,106,63,6/3/2016,50.5,133,94,106,58,7/10/2017,50.5,131,,,,6/22/2018,50,132,95,105,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1418,6/12/2015,HAYMAN,CN14,1833,3270,R,Ad,M,6/12/2015,NO,M,6/12/2015,57,120,90,98,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419,6/12/2015,HAYMAN,CN5,1833,3271,R,Ad,M,6/12/2015,NO,M,6/12/2015,56,132,99,109,57,6/26/2015,60,136,100,111,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1420,6/12/2015,HAYMAN,CN5,1833,3272,L,Ad,M,6/12/2015,NO,M,6/12/2015,58.5,129,96,105,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1421,6/27/2015,MEF,A12,1833,3273,L,Ad,M,"6/27/2015, 6/27/2018",NO,M,6/27/2015,56.5,129,95,104,55,7/5/2016,52.5,130,96,105,54,6/21/2017,61,131,,,,6/27/2018,55,128,97,106,59,,,,,,,7/5/2018,57.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1422,3/16/2015,"MICHOACAN, MEXICO",Puente de Tierra,1833,3274,L,AD,M,3/16/2015,,,3/16/2015,53.5,126,95,102,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Feather samples; GEO #F730,,,,,,,,,,,,
1423,6/29/2015,TROUT CREEK,D13,1833,3274,R,Ad,F,NO,NO,F,6/29/2015,,,,,,6/30/2016,57,127,95,104,58,6/23/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1424,6/29/2015,TROUT CREEK,D6/D9,1833,3275,L,Ad,F,6/29/2015,NO,F,6/29/2015,55.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1425,7/13/2015,MEF,B5,1833,3276,L,L,?,7/13/2015,NO,F,7/13/2015,66.4,,46,47,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1426,7/13/2015,MEF,B5,1833,3277,R,L,?,7/13/2015,NO,F,7/13/2015,62.6,,43,43,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1427,7/13/2015,MEF,B5,1833,3278,L,L,?,7/13/2015,NO,F,7/13/2015,37.5,,23,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1428,6/29/2015,TROUT CREEK,D9,1833,3279,L,Ad,M,6/29/2015,NO,M,6/29/2015,60,126,98,105,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1429,7/9/2015,TROUT CREEK,D1,1833,3280,L,Ad,F,7/9/2015,NO,F,7/9/2015,58.5,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1430,7/10/2015,MEF,B11,1833,3281,R,Ad,F,7/12/2016,NO,F,7/10/2015,70,127,97,106,63,7/6/2016,,,,,,7/12/2016,51.5,130,97,107,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1431,7/10/2015,MEF,A7,1833,3283,L,Ad,F,"7/10/2015, 6/29/2018",NO,F,7/10/2015,54.5,,,,,7/5/2016,,,,,,7/17/2017,53.8,130,99,105,61,6/29/2018,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1432,7/13/2015,MEF,B6,1833,3284,L,Ad,M,7/13/2015,NO,M,7/13/2015,59.5,126,95,102,62,6/24/2016,52,,,,,7/9/2016,125,97,103,62,,6/13/2017,51.5,,,,,6/29/2017,,,,,,7/4/2017,51,,,,,7/13/2017,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1433,7/14/2015,MEF,A7,1833,3285,L,L,?,7/14/2015,NO,F,7/14/2015,54.4,,31,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1434,7/1/2015,MEF,B8/B7,1833,3286,L,Ad,M,7/1/2015,NO,M,7/1/2015,60.5,130,101,112,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435,7/1/2015,MEF,B8/B7,1833,3287,R,Ad,F,NO,NO,,7/1/2015,64.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1436,7/8/2015,MEF,B17,1833,3288,L,Ad,M,7/8/2015,NO,M,7/8/2015,53,121,94,101,55,7/6/2016,52.5,121,95,102,62,7/4/2017,54,124,95,102,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1437,7/10/2015,MEF,A4,1833,3289,R,L,?,7/10/2015,NO,M,7/10/2015,61.1,,59,59,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1438,7/10/2015,MEF,A2,1833,3290,L,L,?,7/10/2015,NO,F,7/10/2015,55.5,,48,48,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1439,7/10/2015,MEF,A2,1833,3291,R,L,?,7/10/2015,NO,M,7/10/2015,49.5,,45,45,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1440,7/10/2015,MEF,A2,1833,3292,L,L,?,7/10/2015,NO,F,7/10/2015,29.3,,24,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
